Config,CV_MacroF1,CV_Std,CI95,Holdout_MacroF1,Errors,N_test,vs_PhaseRF_baseline
C09_ft_xgboost,0.9744,0.0027,"[0.9732,0.9758]",0.9616,35,1134,MWU p=<0.001 *
