Config,CV_MacroF1,CV_Std,CI95,Holdout_MacroF1,Errors,N_test,vs_PhaseRF_baseline
C14_ft_v3_tta,0.9422,0.0093,"[0.9372,0.9464]",0.9149,90,1134,MWU p=<0.001 *
