Config,CV_MacroF1,CV_Std,CI95,Holdout_MacroF1,Errors,N_test,vs_PhaseRF_baseline
C11_ft_v3_pca128_rf,0.9825,0.0023,"[0.9814,0.9836]",0.9819,16,1134,MWU p=<0.001 *
