Config,CV_MacroF1,CV_Std,CI95,Holdout_MacroF1,Errors,N_test,vs_PhaseRF_baseline
C20_ft_effb3_15epochs,0.9971,0.001,"[0.9966,0.9976]",0.9926,7,1134,MWU p=<0.001 *
